"peak_number","name.x","formula","calc_mw","m_z","day","height","location","mean","std","n","se","name.y","class"
23095,"kalamycin","C16 H12 O6",300.0636,301.07088,"04","bottom","half",141921.794358073,4109.4438148386,2,2905.81558837749,NA,"unknown"
23095,"kalamycin","C16 H12 O6",300.0636,301.07088,"29","bottom","half",179139.808081808,2460.58414524876,2,1739.8957347855,NA,"unknown"
23095,"kalamycin","C16 H12 O6",300.0636,301.07088,"29","middle","quarter",204391.369297809,28262.9701123742,2,19984.9378229325,NA,"unknown"
23095,"kalamycin","C16 H12 O6",300.0636,301.07088,"29","top","half",178256.987565918,33262.9861730188,2,23520.483085456,NA,"unknown"
23095,"kalamycin","C16 H12 O6",300.0636,301.07088,"29","top","quarter",304067.746061717,2969.57454003123,2,2099.80629449501,NA,"unknown"
23314,"leucomycin a1","C40 H67 N O14",785.45563,786.46291,"29","bottom","half",1131559.84585595,52780.1329500247,2,37321.18992089,NA,"unknown"
23314,"leucomycin a1","C40 H67 N O14",785.45563,786.46291,"29","top","half",4362167.93476699,179235.316907913,2,126738.508013705,NA,"unknown"
24553,"mevastatin","C23 H34 O5",390.24048,391.24761,"01","top","quarter",635247.389532561,17717.3522981304,2,12528.059954679,NA,"unknown"
24553,"mevastatin","C23 H34 O5",390.24048,391.24761,"15","bottom","half",720752.896706539,283022.539206193,2,200127.156701335,NA,"unknown"
24627,"milbemycin a3","C31 H44 O7",528.30639,529.31366,"01","middle","half",686863.424608851,55994.473619639,2,39594.072005418,NA,"unknown"
24892,"mucidin","C16 H18 O3",258.12572,259.133,"25","bottom","half",321636.357061461,17413.4429353331,2,12313.163583379,NA,"unknown"
25306,"n 3 chloro 2 methylphenyl 1 cyclohexyl 5 oxopyrrolidine 3 carboxamide","C18 H23 Cl N2 O2",334.14566,335.15294,"15","bottom","half",305355.329968595,42370.1862323746,2,29960.246005049,NA,"unknown"
25306,"n 3 chloro 2 methylphenyl 1 cyclohexyl 5 oxopyrrolidine 3 carboxamide","C18 H23 Cl N2 O2",334.14566,335.15294,"29","bottom","half",397399.819001492,8279.42867457946,2,5854.44016014549,NA,"unknown"
25310,"n 3 chloro 2 methylphenyl 1 cyclohexyl 5 oxopyrrolidine 3 carboxamide","C18 H23 Cl N2 O2",334.14481,335.15209,"29","middle","half",135248.337829145,19860.0020336294,2,14043.142112358,NA,"unknown"
25926,"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","C15 H20 N6 O5",364.14935,365.15663,"01","bottom","quarter",263117.62440234,16108.2352727156,2,11390.2423942855,NA,"unknown"
25926,"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","C15 H20 N6 O5",364.14935,365.15663,"01","middle","half",242023.918657289,19045.7824409869,2,13467.4019170255,NA,"unknown"
25926,"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","C15 H20 N6 O5",364.14935,365.15663,"01","top","half",282298.447833465,25609.9131003717,2,18108.943218871,NA,"unknown"
25926,"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","C15 H20 N6 O5",364.14935,365.15663,"04","bottom","half",241326.138889327,18546.3867713308,2,13114.2758525165,NA,"unknown"
25926,"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","C15 H20 N6 O5",364.14935,365.15663,"08","bottom","half",189827.336610937,50406.1686661351,2,35642.543677457,NA,"unknown"
25926,"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","C15 H20 N6 O5",364.14935,365.15663,"11","bottom","half",157439.131310378,23483.9756018916,2,16605.678397317,NA,"unknown"
25926,"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","C15 H20 N6 O5",364.14935,365.15663,"15","bottom","half",221643.681171064,13917.3406599714,2,9841.045956749,NA,"unknown"
25926,"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","C15 H20 N6 O5",364.14935,365.15663,"18","bottom","half",162845.237539233,14224.9269032004,2,10058.542275136,NA,"unknown"
25926,"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","C15 H20 N6 O5",364.14935,365.15663,"29","bottom","half",256437.681650302,4433.14841324581,2,3134.7093050125,NA,"unknown"
25926,"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","C15 H20 N6 O5",364.14935,365.15663,"29","middle","half",285216.256164009,14910.2376805923,2,10543.13017305,NA,"unknown"
25926,"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","C15 H20 N6 O5",364.14935,365.15663,"29","middle","quarter",270194.376247889,54837.8805460178,2,38776.237199987,NA,"unknown"
25926,"n allyl 6 diazo 5 oxonorleucyl 6 diazo 5 oxonorleucine","C15 H20 N6 O5",364.14935,365.15663,"29","top","quarter",244997.561273042,85724.9172462337,2,60616.6703014675,NA,"unknown"
26311,"n methyl 1 deoxynojirimycin","C7 H15 N O4",177.10012,178.1074,"04","bottom","half",174840.312022199,26884.2842060099,2,19010.059669416,NA,"unknown"
27317,"n2 4s 4as 6s 12as 4 dimethylamino 3 6 10 12 12a pentahydroxy 6 methyl 1 11 dioxo 1 4 4a 5 5a 6 11 12a octahydro 2 tetracenyl carbonyl amino methyl l lysine","C29 H38 N4 O10",602.25741,620.29129,"01","bottom","half",1758159.5088657,321170.06757952,2,227101.53269962,NA,"unknown"
27317,"n2 4s 4as 6s 12as 4 dimethylamino 3 6 10 12 12a pentahydroxy 6 methyl 1 11 dioxo 1 4 4a 5 5a 6 11 12a octahydro 2 tetracenyl carbonyl amino methyl l lysine","C29 H38 N4 O10",602.25741,620.29129,"01","bottom","quarter",1273159.60589752,145602.836819533,2,102956.75327509,NA,"unknown"
27317,"n2 4s 4as 6s 12as 4 dimethylamino 3 6 10 12 12a pentahydroxy 6 methyl 1 11 dioxo 1 4 4a 5 5a 6 11 12a octahydro 2 tetracenyl carbonyl amino methyl l lysine","C29 H38 N4 O10",602.25741,620.29129,"01","top","half",1131483.44252919,249433.016474266,2,176375.77740077,NA,"unknown"
27317,"n2 4s 4as 6s 12as 4 dimethylamino 3 6 10 12 12a pentahydroxy 6 methyl 1 11 dioxo 1 4 4a 5 5a 6 11 12a octahydro 2 tetracenyl carbonyl amino methyl l lysine","C29 H38 N4 O10",602.25741,620.29129,"04","bottom","half",2559548.98354028,276623.950782366,2,195602.671436825,NA,"unknown"
27317,"n2 4s 4as 6s 12as 4 dimethylamino 3 6 10 12 12a pentahydroxy 6 methyl 1 11 dioxo 1 4 4a 5 5a 6 11 12a octahydro 2 tetracenyl carbonyl amino methyl l lysine","C29 H38 N4 O10",602.25741,620.29129,"08","bottom","half",2377220.09782295,489531.812339223,2,346151.264111605,NA,"unknown"
27317,"n2 4s 4as 6s 12as 4 dimethylamino 3 6 10 12 12a pentahydroxy 6 methyl 1 11 dioxo 1 4 4a 5 5a 6 11 12a octahydro 2 tetracenyl carbonyl amino methyl l lysine","C29 H38 N4 O10",602.25741,620.29129,"11","bottom","half",1007274.94056884,347297.439066818,2,245576.374252869,NA,"unknown"
27317,"n2 4s 4as 6s 12as 4 dimethylamino 3 6 10 12 12a pentahydroxy 6 methyl 1 11 dioxo 1 4 4a 5 5a 6 11 12a octahydro 2 tetracenyl carbonyl amino methyl l lysine","C29 H38 N4 O10",602.25741,620.29129,"15","bottom","half",2076632.08582124,217480.342202834,2,153781.824746395,NA,"unknown"
27317,"n2 4s 4as 6s 12as 4 dimethylamino 3 6 10 12 12a pentahydroxy 6 methyl 1 11 dioxo 1 4 4a 5 5a 6 11 12a octahydro 2 tetracenyl carbonyl amino methyl l lysine","C29 H38 N4 O10",602.25741,620.29129,"18","bottom","half",1944416.11013655,222769.380415259,2,157521.739532355,NA,"unknown"
27317,"n2 4s 4as 6s 12as 4 dimethylamino 3 6 10 12 12a pentahydroxy 6 methyl 1 11 dioxo 1 4 4a 5 5a 6 11 12a octahydro 2 tetracenyl carbonyl amino methyl l lysine","C29 H38 N4 O10",602.25741,620.29129,"29","top","half",2454186.00701393,318002.878983864,2,224861.992166335,NA,"unknown"
27633,"nanafrocin","C16 H14 O6",302.07925,303.08653,"25","bottom","half",127382.955291865,27591.2895043499,2,19509.987910207,NA,"unknown"
27633,"nanafrocin","C16 H14 O6",302.07925,303.08653,"29","bottom","half",1962912.43549571,829366.414963688,2,586450.6161092,NA,"unknown"
27634,"nanafrocin","C16 H14 O6",302.07923,303.08651,"04","bottom","half",340357.628205479,3750.12415418118,2,2651.73821971298,NA,"unknown"
27634,"nanafrocin","C16 H14 O6",302.07923,303.08651,"15","bottom","half",278057.046322859,90677.4022294355,2,64118.606016814,NA,"unknown"
27789,"nicarbazin","C19 H18 N6 O6",426.12926,427.13653,"11","bottom","half",600562.97267995,31447.3139877506,2,22236.608970841,NA,"unknown"
27789,"nicarbazin","C19 H18 N6 O6",426.12926,427.13653,"15","bottom","half",674775.742999347,89694.7737129686,2,63423.782729433,NA,"unknown"
27790,"nicarbazin","C19 H18 N6 O6",426.12905,427.13633,"01","bottom","half",336804.273669991,46861.2362674643,2,33135.897939509,NA,"unknown"
27790,"nicarbazin","C19 H18 N6 O6",426.12905,427.13633,"01","bottom","quarter",274147.573546652,7680.30810572761,2,5430.797943162,NA,"unknown"
27790,"nicarbazin","C19 H18 N6 O6",426.12905,427.13633,"01","middle","half",285105.680858609,14298.1765686747,2,10110.3376103125,NA,"unknown"
27790,"nicarbazin","C19 H18 N6 O6",426.12905,427.13633,"01","top","half",304151.950031313,30248.4716623573,2,21388.899432982,NA,"unknown"
27790,"nicarbazin","C19 H18 N6 O6",426.12905,427.13633,"01","top","quarter",213136.984584077,7481.2848928497,2,5290.0672797225,NA,"unknown"
27790,"nicarbazin","C19 H18 N6 O6",426.12905,427.13633,"11","bottom","half",314451.082040749,3681.96076359382,2,2603.53942399999,NA,"unknown"
27790,"nicarbazin","C19 H18 N6 O6",426.12905,427.13633,"15","bottom","half",379375.808415217,50516.9606402483,2,35720.8854336535,NA,"unknown"
27791,"nicarbazin","C19 H18 N6 O6",426.1291,427.13638,"01","top","half",172819.29909807,12085.0885276655,2,8545.44804915199,NA,"unknown"
27791,"nicarbazin","C19 H18 N6 O6",426.1291,427.13638,"04","bottom","half",145356.126231465,17724.337582467,2,12532.999296602,NA,"unknown"
27792,"nicarbazin","C19 H18 N6 O6",426.12906,427.13634,"15","bottom","half",138230.22395853,3774.29070548034,2,2668.82655201451,NA,"unknown"
31431,"pirlimycin","C17 H31 Cl N2 O5 S",410.16472,411.172,"01","bottom","half",1352754.94091056,323178.442155856,2,228521.66798171,NA,"unknown"
31431,"pirlimycin","C17 H31 Cl N2 O5 S",410.16472,411.172,"01","bottom","quarter",995039.068849317,95048.584430789,2,67209.498593193,NA,"unknown"
31431,"pirlimycin","C17 H31 Cl N2 O5 S",410.16472,411.172,"01","middle","half",1142739.07453573,79382.9677656582,2,56132.23481781,NA,"unknown"
31431,"pirlimycin","C17 H31 Cl N2 O5 S",410.16472,411.172,"01","middle","quarter",1172737.69168189,654560.802599062,2,462844.382216706,NA,"unknown"
31431,"pirlimycin","C17 H31 Cl N2 O5 S",410.16472,411.172,"01","top","half",1416321.33408163,43304.2193467973,2,30620.7071541101,NA,"unknown"
31431,"pirlimycin","C17 H31 Cl N2 O5 S",410.16472,411.172,"01","top","quarter",1332236.79667579,358704.912755482,2,253642.67625433,NA,"unknown"
31431,"pirlimycin","C17 H31 Cl N2 O5 S",410.16472,411.172,"08","bottom","half",1727097.05796412,117207.673700339,2,82878.34088061,NA,"unknown"
31431,"pirlimycin","C17 H31 Cl N2 O5 S",410.16472,411.172,"11","bottom","half",1076167.20328327,302908.34036983,2,214188.54155347,NA,"unknown"
31431,"pirlimycin","C17 H31 Cl N2 O5 S",410.16472,411.172,"15","bottom","half",995303.548887281,187047.688977523,2,132262.689281278,NA,"unknown"
31431,"pirlimycin","C17 H31 Cl N2 O5 S",410.16472,411.172,"18","bottom","half",1165764.05682887,144270.63055749,2,102014.74119326,NA,"unknown"
31431,"pirlimycin","C17 H31 Cl N2 O5 S",410.16472,411.172,"22","bottom","half",1053960.92412076,124687.241824956,2,88167.1942218731,NA,"unknown"
31431,"pirlimycin","C17 H31 Cl N2 O5 S",410.16472,411.172,"25","bottom","half",1293163.74862443,225195.914150568,2,159237.55799137,NA,"unknown"
31431,"pirlimycin","C17 H31 Cl N2 O5 S",410.16472,411.172,"29","bottom","half",1856512.39914633,456736.638034711,2,322961.57397069,NA,"unknown"
31431,"pirlimycin","C17 H31 Cl N2 O5 S",410.16472,411.172,"29","bottom","quarter",2867122.98409055,29318.6293985003,2,20731.4016627748,NA,"unknown"
31431,"pirlimycin","C17 H31 Cl N2 O5 S",410.16472,411.172,"29","middle","half",1251831.82383714,141944.322670441,2,100369.7931112,NA,"unknown"
31431,"pirlimycin","C17 H31 Cl N2 O5 S",410.16472,411.172,"29","middle","quarter",1115556.13490376,24100.9828527001,2,17041.968408405,NA,"unknown"
31431,"pirlimycin","C17 H31 Cl N2 O5 S",410.16472,411.172,"29","top","half",720779.798595804,27753.8214153508,2,19624.915326635,NA,"unknown"
31431,"pirlimycin","C17 H31 Cl N2 O5 S",410.16472,411.172,"29","top","quarter",2955470.42728123,1121320.36478658,2,792893.233823165,NA,"unknown"
31432,"pirlimycin","C17 H31 Cl N2 O5 S",410.16474,411.17202,"01","middle","half",1001185.77953817,74720.4850873146,2,52835.3616987885,NA,"unknown"
31432,"pirlimycin","C17 H31 Cl N2 O5 S",410.16474,411.17202,"01","middle","quarter",800502.641016653,5005.9095925905,2,3539.71261892753,NA,"unknown"
31432,"pirlimycin","C17 H31 Cl N2 O5 S",410.16474,411.17202,"01","top","half",948619.454452687,265210.303359103,2,187532.003945763,NA,"unknown"
31432,"pirlimycin","C17 H31 Cl N2 O5 S",410.16474,411.17202,"01","top","quarter",971948.201616507,95926.548095893,2,67830.3126544235,NA,"unknown"
31432,"pirlimycin","C17 H31 Cl N2 O5 S",410.16474,411.17202,"18","bottom","half",805318.937431616,91583.5439319564,2,64759.3449593825,NA,"unknown"
31432,"pirlimycin","C17 H31 Cl N2 O5 S",410.16474,411.17202,"22","bottom","half",846387.802844733,83200.1285529565,2,58831.375095388,NA,"unknown"
31432,"pirlimycin","C17 H31 Cl N2 O5 S",410.16474,411.17202,"29","bottom","half",1548162.65468348,260330.118807015,2,184081.19235554,NA,"unknown"
31432,"pirlimycin","C17 H31 Cl N2 O5 S",410.16474,411.17202,"29","bottom","quarter",2437429.24752983,256026.709114778,2,181038.222179935,NA,"unknown"
31432,"pirlimycin","C17 H31 Cl N2 O5 S",410.16474,411.17202,"29","middle","half",1315488.00666277,40513.6290459606,2,28647.461828875,NA,"unknown"
31432,"pirlimycin","C17 H31 Cl N2 O5 S",410.16474,411.17202,"29","top","quarter",1983788.2846336,98816.0544613574,2,69873.502199725,NA,"unknown"
31433,"pirlimycin","C17 H31 Cl N2 O5 S",410.16475,411.17203,"01","bottom","quarter",762376.66027981,51880.9393588721,2,36685.3640349865,NA,"unknown"
31433,"pirlimycin","C17 H31 Cl N2 O5 S",410.16475,411.17203,"01","middle","quarter",607622.791606911,225.209918343245,2,159.247460450977,NA,"unknown"
31433,"pirlimycin","C17 H31 Cl N2 O5 S",410.16475,411.17203,"01","top","quarter",737371.866970964,12049.1090362634,2,8520.00670679798,NA,"unknown"
31433,"pirlimycin","C17 H31 Cl N2 O5 S",410.16475,411.17203,"08","bottom","half",1133625.70146987,122022.450444365,2,86282.9021662099,NA,"unknown"
31433,"pirlimycin","C17 H31 Cl N2 O5 S",410.16475,411.17203,"11","bottom","half",839878.024819358,27510.9306074614,2,19453.1655892885,NA,"unknown"
31433,"pirlimycin","C17 H31 Cl N2 O5 S",410.16475,411.17203,"15","bottom","half",820033.924114245,161500.773781793,2,114198.29230798,NA,"unknown"
31433,"pirlimycin","C17 H31 Cl N2 O5 S",410.16475,411.17203,"22","bottom","half",621855.099135228,45805.181844404,2,32389.154695661,NA,"unknown"
31433,"pirlimycin","C17 H31 Cl N2 O5 S",410.16475,411.17203,"29","bottom","half",1074284.09519347,21233.4243071611,2,15014.2983154049,NA,"unknown"
31433,"pirlimycin","C17 H31 Cl N2 O5 S",410.16475,411.17203,"29","bottom","quarter",2322937.49558029,11823.8989500855,2,8360.75912766997,NA,"unknown"
31433,"pirlimycin","C17 H31 Cl N2 O5 S",410.16475,411.17203,"29","top","quarter",1774978.96169748,278607.136141029,2,197004.995252285,NA,"unknown"
31434,"pirlimycin","C17 H31 Cl N2 O5 S",410.16482,411.1721,"29","bottom","quarter",703787.780567889,66020.4373502261,2,46683.4989472465,NA,"unknown"
31435,"pirlimycin","C17 H31 Cl N2 O5 S",410.16409,411.17134,"29","top","quarter",192470.034611377,6358.53355584541,2,4496.1621957405,NA,"unknown"
31473,"piromidic acid","C14 H16 N4 O3",288.1224,289.12969,"01","bottom","half",564617.397113654,13900.3339459439,2,9829.02039393451,NA,"unknown"
31473,"piromidic acid","C14 H16 N4 O3",288.1224,289.12969,"01","bottom","quarter",535152.37916177,59948.6657658333,2,42390.1080861065,NA,"unknown"
31473,"piromidic acid","C14 H16 N4 O3",288.1224,289.12969,"01","middle","half",680229.150686189,102868.500941779,2,72739.0145864265,NA,"unknown"
31473,"piromidic acid","C14 H16 N4 O3",288.1224,289.12969,"01","top","half",1346713.85908351,75609.5050983751,2,53463.9937772199,NA,"unknown"
31473,"piromidic acid","C14 H16 N4 O3",288.1224,289.12969,"01","top","quarter",394543.745602414,1684.80704070241,2,1191.33848347151,NA,"unknown"
31473,"piromidic acid","C14 H16 N4 O3",288.1224,289.12969,"04","bottom","half",1027670.34474989,159324.125041921,2,112659.169223756,NA,"unknown"
31473,"piromidic acid","C14 H16 N4 O3",288.1224,289.12969,"08","bottom","half",996779.032907691,70556.7588924123,2,49891.162671369,NA,"unknown"
31473,"piromidic acid","C14 H16 N4 O3",288.1224,289.12969,"11","bottom","half",935978.752057598,89920.0595935215,2,63583.0839032775,NA,"unknown"
31473,"piromidic acid","C14 H16 N4 O3",288.1224,289.12969,"15","bottom","half",797929.395784869,26494.0236813153,2,18734.103805975,NA,"unknown"
31473,"piromidic acid","C14 H16 N4 O3",288.1224,289.12969,"18","bottom","half",800722.081137706,65570.4718865686,2,46365.3253165945,NA,"unknown"
31473,"piromidic acid","C14 H16 N4 O3",288.1224,289.12969,"22","bottom","half",388666.475153037,21449.874474475,2,15167.3516965015,NA,"unknown"
31473,"piromidic acid","C14 H16 N4 O3",288.1224,289.12969,"29","middle","quarter",744276.90601197,338.003214496045,2,239.004365033004,NA,"unknown"
31473,"piromidic acid","C14 H16 N4 O3",288.1224,289.12969,"29","top","half",660395.503091168,3608.4053466811,2,2551.527889908,NA,"unknown"
31473,"piromidic acid","C14 H16 N4 O3",288.1224,289.12969,"29","top","quarter",589725.822829337,23645.4690579724,2,16719.871515229,NA,"unknown"
31502,"pleuromutilin","C22 H34 O5",378.2415,379.24878,"29","top","half",177468.159607171,60852.6426429201,2,43029.3162659305,NA,"unknown"
32141,"quindoxin","C8 H6 N2 O2",162.04299,163.05024,"29","top","half",714590.894414746,70188.7427778528,2,49630.935981178,NA,"unknown"
32141,"quindoxin","C8 H6 N2 O2",162.04299,163.05024,"29","top","quarter",499499.77878018,19037.667929712,2,13461.664091077,NA,"unknown"
32142,"quindoxin","C8 H6 N2 O2",162.04296,163.05023,"29","top","half",383107.845424162,67340.3579668151,2,47616.8237658645,NA,"unknown"
32142,"quindoxin","C8 H6 N2 O2",162.04296,163.05023,"29","top","quarter",714472.192670968,35721.4124430299,2,25258.852972028,NA,"unknown"
32143,"quindoxin","C8 H6 N2 O2",162.04296,163.05024,"01","bottom","quarter",623278.293798712,44929.0435363794,2,31769.6313567995,NA,"unknown"
32143,"quindoxin","C8 H6 N2 O2",162.04296,163.05024,"01","top","quarter",516373.580647362,29665.9392049854,2,20976.986782113,NA,"unknown"
32143,"quindoxin","C8 H6 N2 O2",162.04296,163.05024,"04","bottom","half",889928.056965016,155927.064225532,2,110257.084484384,NA,"unknown"
32143,"quindoxin","C8 H6 N2 O2",162.04296,163.05024,"29","top","half",806782.057478598,38414.0361195107,2,27162.825432851,NA,"unknown"
32202,"r flecainide","C17 H20 F6 N2 O3",414.13787,415.14514,"08","bottom","half",2589401.2111018,225041.922456891,2,159128.669420525,NA,"unknown"
32202,"r flecainide","C17 H20 F6 N2 O3",414.13787,415.14514,"11","bottom","half",2372277.61143931,53588.8064800755,2,37893.008457755,NA,"unknown"
32202,"r flecainide","C17 H20 F6 N2 O3",414.13787,415.14514,"15","bottom","half",2877084.80424292,148064.169574063,2,104697.178356575,NA,"unknown"
32202,"r flecainide","C17 H20 F6 N2 O3",414.13787,415.14514,"18","bottom","half",1896354.41076266,143819.43758778,2,101695.699584755,NA,"unknown"
32202,"r flecainide","C17 H20 F6 N2 O3",414.13787,415.14514,"22","bottom","half",1115535.73216701,163197.301747133,2,115397.918736745,NA,"unknown"
32202,"r flecainide","C17 H20 F6 N2 O3",414.13787,415.14514,"29","bottom","half",2031322.86992623,86080.1253953212,2,60867.8403924199,NA,"unknown"
32202,"r flecainide","C17 H20 F6 N2 O3",414.13787,415.14514,"29","middle","quarter",2317661.04944578,4681.13198959931,2,3310.06017347495,NA,"unknown"
32202,"r flecainide","C17 H20 F6 N2 O3",414.13787,415.14514,"29","top","half",2302579.08913529,198193.426404106,2,140143.91579694,NA,"unknown"
32202,"r flecainide","C17 H20 F6 N2 O3",414.13787,415.14514,"29","top","quarter",2473143.81081646,170567.808675669,2,120609.654166695,NA,"unknown"
32340,"resorcinomycin b","C13 H18 N4 O5",310.12654,333.11574,"18","bottom","half",458426.978038047,9138.50722920127,2,6461.9004316905,NA,"unknown"
32497,"rimonabant","C22 H21 Cl3 N4 O",462.07979,463.08707,"01","middle","quarter",1141723.90106093,74928.6106061147,2,52982.5286644699,NA,"unknown"
32497,"rimonabant","C22 H21 Cl3 N4 O",462.07979,463.08707,"22","bottom","half",188338.386969607,3503.09483544044,2,2477.06211327951,NA,"unknown"
32497,"rimonabant","C22 H21 Cl3 N4 O",462.07979,463.08707,"29","bottom","half",613397.270394116,12270.0784554463,2,8676.25568153703,NA,"unknown"
32565,"roridin a","C29 H40 O9",532.26516,533.27243,"29","middle","half",555695.290794758,89558.9556131346,2,63327.7448300325,NA,"unknown"
32566,"roridin a","C29 H40 O9",532.26469,533.27197,"29","middle","half",375367.25737845,22264.1211368063,2,15743.1110329945,NA,"unknown"
32570,"rosoxacin","C17 H14 N2 O3",294.10063,295.10791,"01","bottom","half",167711.804274135,20292.0379316898,2,14348.6376255925,NA,"unknown"
32570,"rosoxacin","C17 H14 N2 O3",294.10063,295.10791,"18","bottom","half",141846.761732073,1608.24373349274,2,1137.20004975349,NA,"unknown"
32582,"rpr128515","C27 H30 N4 O3",458.23154,459.23882,"25","bottom","half",305434.391111065,232315.115349575,2,164271.59343582,NA,"unknown"
32898,"sisomicin sisomycin","C19 H37 N5 O7",447.26771,448.27498,"29","middle","half",6003007.86951713,516048.011282333,2,364901.04819557,NA,"unknown"
32898,"sisomicin sisomycin","C19 H37 N5 O7",447.26771,448.27498,"29","middle","quarter",8649458.9596411,1510651.90979088,2,1068192.20942554,NA,"unknown"
32924,"sordarin","C27 H40 O8",492.27357,493.28079,"01","bottom","half",403388.087922374,10763.8121122863,2,7611.16453601551,NA,"unknown"
32924,"sordarin","C27 H40 O8",492.27357,493.28079,"01","bottom","quarter",749060.083234838,4865.35504034063,2,3440.32554190501,NA,"unknown"
32924,"sordarin","C27 H40 O8",492.27357,493.28079,"01","middle","half",776778.295954135,126928.073206421,2,89751.701287203,NA,"unknown"
32924,"sordarin","C27 H40 O8",492.27357,493.28079,"01","middle","quarter",675009.273565665,53892.2510388831,2,38107.576163002,NA,"unknown"
32924,"sordarin","C27 H40 O8",492.27357,493.28079,"01","top","half",841266.247857297,30035.3155388577,2,21238.175292604,NA,"unknown"
32924,"sordarin","C27 H40 O8",492.27357,493.28079,"01","top","quarter",808208.436473157,64237.3670458545,2,45422.677843693,NA,"unknown"
32924,"sordarin","C27 H40 O8",492.27357,493.28079,"04","bottom","half",1084253.01944025,381433.988104567,2,269714.559563769,NA,"unknown"
32924,"sordarin","C27 H40 O8",492.27357,493.28079,"08","bottom","half",819157.936611696,487743.51244473,2,344886.745129414,NA,"unknown"
32924,"sordarin","C27 H40 O8",492.27357,493.28079,"11","bottom","half",792203.543469603,430685.855436455,2,304540.888940246,NA,"unknown"
32924,"sordarin","C27 H40 O8",492.27357,493.28079,"15","bottom","half",445343.383213226,381251.398415423,2,269585.4491564,NA,"unknown"
32924,"sordarin","C27 H40 O8",492.27357,493.28079,"18","bottom","half",748946.75675508,54374.9979059775,2,38448.929746321,NA,"unknown"
32924,"sordarin","C27 H40 O8",492.27357,493.28079,"22","bottom","half",330504.636924761,137462.704970624,2,97200.810844974,NA,"unknown"
32924,"sordarin","C27 H40 O8",492.27357,493.28079,"25","bottom","half",955831.397186859,250489.561257867,2,177122.867381881,NA,"unknown"
32924,"sordarin","C27 H40 O8",492.27357,493.28079,"29","bottom","half",602205.647424516,11781.8111961708,2,8330.99859147199,NA,"unknown"
32924,"sordarin","C27 H40 O8",492.27357,493.28079,"29","middle","quarter",698245.0037731,44857.7922197883,2,31719.2490676694,NA,"unknown"
32924,"sordarin","C27 H40 O8",492.27357,493.28079,"29","top","half",1033729.41065119,179204.945592182,2,126717.032250398,NA,"unknown"
32924,"sordarin","C27 H40 O8",492.27357,493.28079,"29","top","quarter",366343.370380506,107504.634684803,2,76017.256194607,NA,"unknown"
32926,"sordarin","C27 H40 O8",492.27346,515.26266,"29","bottom","quarter",1219367.57369569,23158.2483812794,2,16375.354470805,NA,"unknown"
32943,"sphingofungin c","C22 H41 N O7",431.28823,432.29551,"29","middle","quarter",450653.458264039,52544.7742447592,2,37154.7661843855,NA,"unknown"
33334,"tazobactam","C10 H12 N4 O5 S",300.05235,301.05963,"04","bottom","half",1583525.62680817,60069.5596036776,2,42475.5929386499,NA,"unknown"
33334,"tazobactam","C10 H12 N4 O5 S",300.05235,301.05963,"25","bottom","half",140861.152890178,4163.75777347235,2,2944.2213568405,NA,"unknown"
33334,"tazobactam","C10 H12 N4 O5 S",300.05235,301.05963,"29","middle","half",242655.29848989,1241.50699686812,2,877.878016375995,NA,"unknown"
33334,"tazobactam","C10 H12 N4 O5 S",300.05235,301.05963,"29","top","half",1317207.55135021,8607.45902078882,2,6086.39264238509,NA,"unknown"
33622,"thiabendazole","C10 H7 N3 S",201.03608,202.04336,"01","bottom","half",5297618.68196649,262303.331791968,2,185476.464637925,NA,"unknown"
33622,"thiabendazole","C10 H7 N3 S",201.03608,202.04336,"01","bottom","quarter",6234244.62737357,160147.736617286,2,113241.55055376,NA,"unknown"
33622,"thiabendazole","C10 H7 N3 S",201.03608,202.04336,"01","middle","half",5840531.02512737,210311.971091502,2,148713.02092351,NA,"unknown"
33622,"thiabendazole","C10 H7 N3 S",201.03608,202.04336,"01","middle","quarter",5289546.25492262,179953.056811649,2,127246.026766765,NA,"unknown"
33622,"thiabendazole","C10 H7 N3 S",201.03608,202.04336,"01","top","half",6384069.59740997,203730.645392156,2,144059.320892305,NA,"unknown"
33622,"thiabendazole","C10 H7 N3 S",201.03608,202.04336,"01","top","quarter",5780371.36857441,188661.297989816,2,133403.683156055,NA,"unknown"
33622,"thiabendazole","C10 H7 N3 S",201.03608,202.04336,"04","bottom","half",5508381.55219255,150041.361542218,2,106095.264204965,NA,"unknown"
33622,"thiabendazole","C10 H7 N3 S",201.03608,202.04336,"08","bottom","half",5508606.10209326,491941.113577568,2,347854.89735516,NA,"unknown"
