"","peak_number","name","formula","calc_mw","m_z","std","n","se","01-bottom-half","01-middle-half","01-bottom-quarter","01-top-quarter","29-middle-half","01-middle-quarter","01-top-half","04-bottom-half","08-bottom-half","15-bottom-half","18-bottom-half","25-bottom-half","29-bottom-quarter","29-top-half","11-bottom-half","22-bottom-half","29-top-quarter","29-bottom-half","29-middle-quarter"
"325",18507,"Cordycepin","C10 H13 N5 O3",251.10228,269.13606,687761.6067281,2,486320.895957195,NA,NA,NA,NA,NA,NA,NA,NA,NA,3336347.43580654,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",18508,"Cordycepin","C10 H13 N5 O3",251.10196,252.10919,119298.503702264,2,84356.7809532795,NA,NA,NA,NA,NA,384650.542233172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",18508,"Cordycepin","C10 H13 N5 O3",251.10196,252.10919,61968.7133234024,2,43818.497412383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340857.080953344,NA,NA,NA,NA,NA,NA,NA,NA
"328",18508,"Cordycepin","C10 H13 N5 O3",251.10196,252.10919,47895.9083794384,2,33867.5216061905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564166.09805472
"329",18508,"Cordycepin","C10 H13 N5 O3",251.10196,252.10919,88852.0551685854,2,62827.890732068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404840.710317751,NA,NA,NA,NA,NA
"330",18509,"Cordycepin","C10 H13 N5 O3",251.10193,252.10921,80929.6857506169,2,57225.9295935575,NA,NA,NA,NA,NA,NA,NA,648479.23268167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",18647,"Cryptotanshinone","C19 H20 O3",296.14143,297.14871,2431487.88726878,2,1719321.57346071,6793652.78961504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",18647,"Cryptotanshinone","C19 H20 O3",296.14143,297.14871,1884083.20251023,2,1332248.00881465,NA,NA,9289440.42954045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",18647,"Cryptotanshinone","C19 H20 O3",296.14143,297.14871,535912.090076579,2,378947.073013005,NA,8874811.07072875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",18647,"Cryptotanshinone","C19 H20 O3",296.14143,297.14871,363645.655825683,2,257136.30918337,NA,NA,NA,NA,NA,4414266.26683846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",18647,"Cryptotanshinone","C19 H20 O3",296.14143,297.14871,2564516.78100976,2,1813387.2063187,NA,NA,NA,NA,NA,NA,12695860.7355551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",18647,"Cryptotanshinone","C19 H20 O3",296.14143,297.14871,329788.592386308,2,233195.750034325,NA,NA,NA,8799480.21482548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",18647,"Cryptotanshinone","C19 H20 O3",296.14143,297.14871,815340.84040766,2,576533.037230595,NA,NA,NA,NA,NA,NA,NA,2481446.79971439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",18647,"Cryptotanshinone","C19 H20 O3",296.14143,297.14871,1609947.54469639,2,1138404.82620945,NA,NA,NA,NA,NA,NA,NA,NA,11921060.9987116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",18647,"Cryptotanshinone","C19 H20 O3",296.14143,297.14871,964626.479055772,2,682093.92465244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8922592.41510152,NA,NA,NA,NA
"340",18647,"Cryptotanshinone","C19 H20 O3",296.14143,297.14871,1473467.85376733,2,1041899.11125927,NA,NA,NA,NA,NA,NA,NA,NA,NA,7103144.28781115,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",18647,"Cryptotanshinone","C19 H20 O3",296.14143,297.14871,781370.785650565,2,552512.581154575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6409528.40631098,NA,NA,NA,NA,NA,NA,NA,NA
"342",18647,"Cryptotanshinone","C19 H20 O3",296.14143,297.14871,4575.60302700101,2,3235.43992841011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6610594.8131742,NA,NA,NA,NA,NA,NA,NA
"343",18647,"Cryptotanshinone","C19 H20 O3",296.14143,297.14871,496605.390181019,2,351153.03897079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9933327.35512931,NA
"344",18647,"Cryptotanshinone","C19 H20 O3",296.14143,297.14871,358120.177174829,2,253229.20576005,NA,NA,NA,NA,13265612.5435928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",18647,"Cryptotanshinone","C19 H20 O3",296.14143,297.14871,72036.2877782909,2,50937.3475795351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2467151.11751053,NA,NA,NA,NA,NA
"346",18647,"Cryptotanshinone","C19 H20 O3",296.14143,297.14871,5284487.45698241,2,3736696.91592752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8733689.70629479,NA,NA
"347",18648,"Cryptotanshinone","C19 H20 O3",296.14142,297.14869,1129931.82719537,2,798982.45728835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5089695.41954824,NA,NA,NA
"348",18648,"Cryptotanshinone","C19 H20 O3",296.14142,297.14869,1553386.61709911,2,1098410.21075521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8063886.88210305
"349",18649,"Cryptotanshinone","C19 H20 O3",296.14143,297.14871,196167.691211967,2,138711.50470569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5419368.58198145,NA,NA,NA,NA,NA,NA
"350",18771,"Cycloheximide","C15 H23 N O4",281.16309,282.17036,30639.0133149068,2,21665.0540838355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236178.58739062,NA,NA
"351",19037,"Dacarbazine","C6 H10 N6 O",182.09194,183.09921,471267.446265922,2,333236.4070071,12408293.75494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",19037,"Dacarbazine","C6 H10 N6 O",182.09194,183.09921,1206688.4974495,2,853257.61932635,NA,NA,14835522.341911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",19037,"Dacarbazine","C6 H10 N6 O",182.09194,183.09921,175213.037249963,2,123894.32679174,NA,9996967.16469186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",19037,"Dacarbazine","C6 H10 N6 O",182.09194,183.09921,3827877.45530419,2,2706718.1061967,NA,NA,NA,NA,NA,13973087.1814808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",19037,"Dacarbazine","C6 H10 N6 O",182.09194,183.09921,581711.723147699,2,411332.30413345,NA,NA,NA,NA,NA,NA,10507105.0643563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",19037,"Dacarbazine","C6 H10 N6 O",182.09194,183.09921,837097.517651993,2,591917.33124615,NA,NA,NA,12083702.6928829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",19037,"Dacarbazine","C6 H10 N6 O",182.09194,183.09921,1397229.98630061,2,987990.79819035,NA,NA,NA,NA,NA,NA,NA,18205100.1176198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",19037,"Dacarbazine","C6 H10 N6 O",182.09194,183.09921,2072863.53232987,2,1465735.86018475,NA,NA,NA,NA,NA,NA,NA,NA,20603870.4768135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",19037,"Dacarbazine","C6 H10 N6 O",182.09194,183.09921,16942.4937709499,2,11980.1522356495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13795006.2823288,NA,NA,NA,NA
"360",19037,"Dacarbazine","C6 H10 N6 O",182.09194,183.09921,405970.071760304,2,287064.1907005,NA,NA,NA,NA,NA,NA,NA,NA,NA,17042696.1015041,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",19037,"Dacarbazine","C6 H10 N6 O",182.09194,183.09921,583742.645330578,2,412768.382981026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9696076.29449217,NA,NA,NA,NA,NA,NA,NA,NA
"362",19037,"Dacarbazine","C6 H10 N6 O",182.09194,183.09921,154566.124334991,2,109294.754658995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3064692.61188676,NA,NA,NA
"363",19037,"Dacarbazine","C6 H10 N6 O",182.09194,183.09921,172834.922293792,2,122212.74557979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9544785.20271642,NA,NA,NA,NA,NA,NA,NA
"364",19037,"Dacarbazine","C6 H10 N6 O",182.09194,183.09921,332594.730740399,2,235179.98949345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12522570.0217973,NA
"365",19037,"Dacarbazine","C6 H10 N6 O",182.09194,183.09921,293575.171213765,2,207588.994353255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8051011.64724441,NA,NA,NA,NA,NA,NA
"366",19037,"Dacarbazine","C6 H10 N6 O",182.09194,183.09921,321316.57225581,2,227205.1271497,NA,NA,NA,NA,11432088.4900919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",19037,"Dacarbazine","C6 H10 N6 O",182.09194,183.09921,697379.822632906,2,493122.001646399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17440133.7392219
"368",19037,"Dacarbazine","C6 H10 N6 O",182.09194,183.09921,130651.344800889,2,92384.4518798506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11244598.0559159,NA,NA,NA,NA,NA
"369",19037,"Dacarbazine","C6 H10 N6 O",182.09194,183.09921,969635.710245674,2,685635.98599535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11855854.1519474,NA,NA
"370",19049,"Daidzin","C21 H20 O9",416.11068,439.09989,536818.367217099,2,379587.907724701,17768984.295959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",19049,"Daidzin","C21 H20 O9",416.11068,439.09989,515637.310051703,2,364610.63857035,NA,NA,29262691.9017603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",19049,"Daidzin","C21 H20 O9",416.11068,439.09989,664632.376503492,2,469966.06042175,NA,44050916.9748933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",19049,"Daidzin","C21 H20 O9",416.11068,439.09989,6347955.86231524,2,4488682.636916,NA,NA,NA,NA,NA,105204193.325816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",19049,"Daidzin","C21 H20 O9",416.11068,439.09989,2859919.09286999,2,2022268.18421325,NA,NA,NA,NA,NA,NA,38638595.3104012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",19049,"Daidzin","C21 H20 O9",416.11068,439.09989,2332456.66382569,2,1649295.9238149,NA,NA,NA,38736351.6329641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",19049,"Daidzin","C21 H20 O9",416.11068,439.09989,337126.437490505,2,238384.390066799,NA,NA,NA,NA,NA,NA,NA,26056395.7306225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",19049,"Daidzin","C21 H20 O9",416.11068,439.09989,1800131.95132927,2,1272885.5098155,NA,NA,NA,NA,NA,NA,NA,NA,22289121.9577737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",19049,"Daidzin","C21 H20 O9",416.11068,439.09989,1324143.97329508,2,936311.182784252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39523546.8898422,NA,NA,NA,NA
"379",19049,"Daidzin","C21 H20 O9",416.11068,439.09989,833620.848202612,2,589458.954702549,NA,NA,NA,NA,NA,NA,NA,NA,NA,23489416.3023741,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",19049,"Daidzin","C21 H20 O9",416.11068,439.09989,1743988.1430573,2,1233185.84226475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19118456.7998407,NA,NA,NA,NA,NA,NA,NA,NA
"381",19049,"Daidzin","C21 H20 O9",416.11068,439.09989,1296407.29466553,2,916698.3892377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17315694.2934482,NA,NA,NA
"382",19049,"Daidzin","C21 H20 O9",416.11068,439.09989,7428958.96114259,2,5253067.2585805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120470294.116421,NA,NA,NA,NA,NA,NA,NA
"383",19049,"Daidzin","C21 H20 O9",416.11068,439.09989,631196.041861893,2,446323.001458652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75876209.8452435,NA
"384",19049,"Daidzin","C21 H20 O9",416.11068,439.09989,24681945.5701573,2,17452771.0855355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464807255.937019,NA,NA,NA,NA,NA,NA
"385",19049,"Daidzin","C21 H20 O9",416.11068,439.09989,281333.31739357,2,198932.6965027,NA,NA,NA,NA,47206267.0303372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",19049,"Daidzin","C21 H20 O9",416.11068,439.09989,538215.733757893,2,380575.995081499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38254824.5482411
"387",19049,"Daidzin","C21 H20 O9",416.11068,439.09989,380808.835311623,2,269272.5097846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16105897.7219113,NA,NA,NA,NA,NA
"388",19049,"Daidzin","C21 H20 O9",416.11068,439.09989,4546791.88346817,2,3215067.3734443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49556617.3852047,NA,NA
"389",19050,"Daidzin","C21 H20 O9",416.11066,417.11797,1604.05643156288,2,1134.239180164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157653.116913982
"390",20767,"Erythromycin","C37 H67 N O13",733.45819,734.46547,45459.0953928565,2,32144.4346188949,1557912.59023035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",20767,"Erythromycin","C37 H67 N O13",733.45819,734.46547,126129.235528355,2,89186.837747975,NA,NA,1231436.97532574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",20767,"Erythromycin","C37 H67 N O13",733.45819,734.46547,38108.5037548961,2,26946.78142596,NA,1387835.5567678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",20767,"Erythromycin","C37 H67 N O13",733.45819,734.46547,3529.81026644482,2,2495.95277570502,NA,NA,NA,NA,NA,NA,1321559.20578955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",20767,"Erythromycin","C37 H67 N O13",733.45819,734.46547,351941.479727199,2,248860.20689593,NA,NA,NA,1584095.3320599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",20767,"Erythromycin","C37 H67 N O13",733.45819,734.46547,137070.258490704,2,96923.30927777,NA,NA,NA,NA,NA,NA,NA,1412343.54388733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",20767,"Erythromycin","C37 H67 N O13",733.45819,734.46547,365593.686520939,2,258513.774897945,NA,NA,NA,NA,NA,NA,NA,NA,2495421.39488778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",20767,"Erythromycin","C37 H67 N O13",733.45819,734.46547,215008.181700899,2,152033.743291295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1320660.27246118,NA,NA,NA,NA
"398",20767,"Erythromycin","C37 H67 N O13",733.45819,734.46547,146788.394301082,2,103795.06900978,NA,NA,NA,NA,NA,NA,NA,NA,NA,1764520.66709574,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",20767,"Erythromycin","C37 H67 N O13",733.45819,734.46547,154441.550967539,2,109206.667986115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1468579.08793579,NA,NA,NA,NA,NA,NA,NA,NA
"400",20767,"Erythromycin","C37 H67 N O13",733.45819,734.46547,115063.974236758,2,81362.516453086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724578.37169281,NA,NA,NA
"401",20767,"Erythromycin","C37 H67 N O13",733.45819,734.46547,44104.2841960152,2,31186.438434381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654971.501077548,NA,NA,NA,NA,NA,NA,NA
"402",20767,"Erythromycin","C37 H67 N O13",733.45819,734.46547,128240.566133642,2,90679.7739363005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681699.584533212,NA
"403",20767,"Erythromycin","C37 H67 N O13",733.45819,734.46547,54371.0747237265,2,38446.1556375475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,892747.309375852,NA,NA,NA,NA,NA,NA
"404",20767,"Erythromycin","C37 H67 N O13",733.45819,734.46547,45880.7960233775,2,32442.621994367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,788680.969407591
"405",20767,"Erythromycin","C37 H67 N O13",733.45819,734.46547,144262.441009003,2,102008.95030799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1908830.70068444,NA,NA,NA,NA,NA
"406",20767,"Erythromycin","C37 H67 N O13",733.45819,734.46547,160419.850447397,2,113433.964088286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759660.224000168,NA,NA
"407",20768,"Erythromycin","C37 H67 N O13",733.45831,734.46559,157502.121235661,2,111370.817977001,NA,NA,NA,NA,NA,NA,811286.742105728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",20768,"Erythromycin","C37 H67 N O13",733.45831,734.46559,50698.9398594521,2,35849.5641735875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,789099.156857043,NA,NA,NA,NA,NA,NA,NA
"409",20768,"Erythromycin","C37 H67 N O13",733.45831,734.46559,163599.177589659,2,115682.08787019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1416519.40139312,NA
"410",20768,"Erythromycin","C37 H67 N O13",733.45831,734.46559,66575.9002663353,2,47076.270541925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2161832.05544864,NA,NA,NA,NA,NA,NA
"411",20768,"Erythromycin","C37 H67 N O13",733.45831,734.46559,221619.952701949,2,156708.97140179,NA,NA,NA,NA,1391387.74886094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",20768,"Erythromycin","C37 H67 N O13",733.45831,734.46559,591890.20000209,2,418529.57413934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1884589.1148175,NA,NA
"413",20949,"Ethacridine","C15 H15 N3 O",253.12159,254.12887,37348.9623507438,2,26409.704548492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501252.514963657,NA,NA,NA
"414",20949,"Ethacridine","C15 H15 N3 O",253.12159,254.12887,55572.5503160506,2,39295.72717631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1064109.20561589,NA
"415",20949,"Ethacridine","C15 H15 N3 O",253.12159,254.12887,78073.6315950356,2,55206.39433271,NA,NA,NA,NA,1255098.39223969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",20949,"Ethacridine","C15 H15 N3 O",253.12159,254.12887,64449.5143397841,2,45572.688633841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707084.649905816
"417",20949,"Ethacridine","C15 H15 N3 O",253.12159,254.12887,25930.3537336453,2,18335.5289636265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,868241.407673697,NA,NA
"418",20950,"Ethacridine","C15 H15 N3 O",253.12162,254.1289,2410.79897039309,2,1704.6923000425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115050.500048651,NA,NA,NA,NA,NA,NA,NA,NA
"419",21015,"Ethyl 1-(2-chlorophenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,62062.5001071407,2,43884.81468315,1079840.32407866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",21015,"Ethyl 1-(2-chlorophenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,3028.44371620454,2,2141.43308817001,NA,NA,1037994.71798537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",21015,"Ethyl 1-(2-chlorophenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,63521.3149566942,2,44916.352555765,NA,1199249.64917869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",21015,"Ethyl 1-(2-chlorophenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,28066.7259472077,2,19846.172242975,NA,NA,NA,NA,NA,NA,1854159.27422384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",21015,"Ethyl 1-(2-chlorophenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,12135.7536311034,2,8581.27368736249,NA,NA,NA,907842.740512002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",21015,"Ethyl 1-(2-chlorophenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,100232.820306417,2,70875.30693612,NA,NA,NA,NA,NA,NA,NA,1159734.94497753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",21015,"Ethyl 1-(2-chlorophenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,190439.2492823,2,134660.88457159,NA,NA,NA,NA,NA,NA,NA,NA,1993983.62049986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",21015,"Ethyl 1-(2-chlorophenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,47836.6393213052,2,33825.61205327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2290208.21034366,NA,NA,NA,NA
"427",21015,"Ethyl 1-(2-chlorophenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,88161.1527728071,2,62339.3489628751,NA,NA,NA,NA,NA,NA,NA,NA,NA,2397343.67585112,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",21015,"Ethyl 1-(2-chlorophenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,32625.1171512015,2,23069.4415746201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1529578.34723303,NA,NA,NA,NA,NA,NA,NA,NA
"429",21015,"Ethyl 1-(2-chlorophenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,78134.7818379203,2,55249.6340841249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1228338.79185602,NA,NA,NA
"430",21015,"Ethyl 1-(2-chlorophenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,81463.0606807931,2,57603.0826236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1776488.53524858,NA
"431",21015,"Ethyl 1-(2-chlorophenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,10617.3392294966,2,7507.592567335,NA,NA,NA,NA,1722335.93571239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",21015,"Ethyl 1-(2-chlorophenyl)-3,5-dimethyl-1h-pyrazole-4-carboxylate","C14 H15 Cl N2 O2",278.08239,279.08967,106675.08453009,2,75430.6756548746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6800461.52728073,NA,NA,NA,NA,NA
"433",21500,"Fleroxacin","C17 H18 F3 N3 O3",369.12999,370.13727,30470.6423521977,2,21545.997834349,NA,NA,NA,NA,NA,NA,155864.200191984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",21544,"Flumethasone","C22 H28 F2 O5",410.19174,411.19902,319444.26344899,2,225881.204895922,NA,NA,NA,508043.45418043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",21702,"Fomecin A","C8 H8 O5",184.03722,185.0445,24404.9288499339,2,17256.8906841635,NA,NA,NA,NA,NA,156784.715923804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",21733,"Formylsulfamethine","C13 H14 N4 O3 S",306.0782,307.08548,334404.225749035,2,236459.49568458,3596686.10374417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",21733,"Formylsulfamethine","C13 H14 N4 O3 S",306.0782,307.08548,80929.8271651955,2,57226.029588765,NA,NA,5106556.91712761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",21733,"Formylsulfamethine","C13 H14 N4 O3 S",306.0782,307.08548,180551.044022888,2,127668.867578895,NA,3091179.16996462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",21733,"Formylsulfamethine","C13 H14 N4 O3 S",306.0782,307.08548,45549.7718813105,2,32208.552578775,NA,NA,NA,NA,NA,1634282.84995503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",21733,"Formylsulfamethine","C13 H14 N4 O3 S",306.0782,307.08548,165993.90470252,2,117375.415650785,NA,NA,NA,NA,NA,NA,2038698.59194136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
